Date,8256 HK Equity,,8106 HK Equity,,1155 HK Equity,,524 HK Equity,,1202 HK Equity,,1085 HK Equity,,471 HK Equity,,138 HK Equity,,8005 HK Equity,,8227 HK Equity,,8167 HK Equity,,2342 HK Equity,,877 HK Equity,,989 HK Equity,,1883 HK Equity,,215 HK Equity,,552 HK Equity,,8 HK Equity,,763 HK Equity,,762 HK Equity,,728 HK Equity,,941 HK Equity
31/7/2012,0.105,,0.17,,0.68,,0.4,,0.8,,1.09,,3.989,,0.577,,0.72,,0.18,,0.223,,1.298,,1.75,,0.457,,1.352,,3.77,,3.969,,3.05,,8.617,,11.44,,4.04,,90.95
1/8/2012,0.1,,0.17,,0.68,,0.4,,0.77,,1.2,,3.719,,0.577,,0.72,,0.18,,0.254,,1.341,,1.75,,0.418,,1.334,,3.74,,3.979,,3.08,,8.683,,11.38,,3.95,,89.7
2/8/2012,0.11,,0.17,,0.67,,0.4,,0.77,,1.06,,3.313,,0.577,,0.71,,0.18,,0.258,,1.031,,1.73,,0.418,,1.325,,3.7,,3.9,,3,,8.483,,11.46,,3.96,,88.35
3/8/2012,0.113,,0.165,,0.67,,0.4,,0.78,,1.05,,3.516,,0.577,,0.72,,0.18,,0.254,,1.043,,1.63,,0.442,,1.352,,3.7,,3.89,,3,,8.683,,11.48,,4.05,,88
6/8/2012,0.124,,0.165,,0.71,,0.4,,0.78,,1.02,,3.719,,0.586,,0.72,,0.18,,0.254,,1.068,,1.7,,0.442,,1.343,,3.74,,3.91,,3.03,,8.75,,11.96,,4.18,,89.7
7/8/2012,0.123,,0.154,,0.71,,0.4,,0.8,,1.06,,3.651,,0.586,,0.72,,0.18,,0.258,,1.105,,1.69,,0.442,,1.361,,3.73,,3.85,,3.07,,9.45,,12.22,,4.23,,89
8/8/2012,0.124,,0.154,,0.72,,0.4,,0.8,,1.05,,3.854,,0.568,,0.72,,0.18,,0.258,,1.08,,1.7,,0.388,,1.343,,3.72,,3.85,,3.06,,9.567,,12.26,,4.22,,89.15
9/8/2012,0.127,,0.154,,0.74,,0.4,,0.8,,1.1,,3.584,,0.55,,0.72,,0.18,,0.258,,1.149,,1.78,,0.491,,1.352,,3.74,,3.89,,3.12,,10.017,,12.42,,4.22,,90.15
10/8/2012,0.117,,0.154,,0.73,,0.4,,0.77,,1.04,,3.719,,0.55,,0.72,,0.18,,0.258,,1.087,,1.73,,0.486,,1.406,,3.76,,3.969,,3.06,,9.767,,12.42,,4.11,,90.7
13/8/2012,0.127,,0.154,,0.74,,0.4,,0.77,,1.04,,3.516,,0.559,,0.69,,0.18,,0.249,,1.056,,1.72,,0.408,,1.397,,3.71,,3.88,,2.93,,9.333,,12.4,,4.1,,90.6
14/8/2012,0.125,,0.154,,0.74,,0.41,,0.8,,1.04,,3.719,,0.559,,0.71,,0.183,,0.249,,1.049,,1.72,,0.408,,1.397,,3.7,,3.959,,2.91,,9.567,,12.7,,4.18,,92.55
15/8/2012,0.125,,0.154,,0.72,,0.41,,0.79,,1,,3.786,,0.559,,0.7,,0.183,,0.254,,1.031,,1.68,,0.408,,1.415,,3.7,,3.999,,2.9,,9.267,,12.26,,4.05,,91.45
16/8/2012,0.128,,0.154,,0.71,,0.41,,0.74,,1,,3.719,,0.595,,0.7,,0.183,,0.254,,1.031,,1.69,,0.398,,1.361,,3.68,,3.959,,2.92,,9.533,,12.18,,4.07,,86.85
17/8/2012,0.133,,0.154,,0.71,,0.4,,0.76,,1,,3.719,,0.577,,0.71,,0.183,,0.254,,1.056,,1.7,,0.447,,1.379,,3.66,,3.94,,2.97,,9.383,,11.86,,4.03,,83.65
20/8/2012,0.13,,0.154,,0.7,,0.4,,0.77,,1,,3.922,,0.577,,0.7,,0.183,,0.254,,1.043,,1.74,,0.442,,1.361,,3.67,,3.92,,2.99,,9.283,,12.18,,4,,82.35
21/8/2012,0.134,,0.154,,0.7,,0.4,,0.77,,1,,3.719,,0.568,,0.7,,0.183,,0.254,,1.025,,1.76,,0.442,,1.361,,3.73,,3.969,,2.98,,9.45,,12.62,,3.99,,82.85
22/8/2012,0.124,,0.154,,0.69,,0.4,,0.78,,1.03,,3.584,,0.559,,0.67,,0.183,,0.254,,1.037,,1.8,,0.442,,1.361,,3.75,,3.999,,2.95,,9.433,,12.52,,4.17,,82.6
23/8/2012,0.125,,0.154,,0.77,,0.4,,0.78,,1.03,,3.584,,0.559,,0.71,,0.183,,0.254,,1.292,,1.86,,0.477,,1.397,,3.86,,4.329,,2.99,,9.833,,13.02,,4.45,,83.85
24/8/2012,0.125,,0.154,,0.72,,0.4,,0.78,,1.03,,3.516,,0.568,,0.71,,0.183,,0.254,,1.304,,1.8,,0.442,,1.388,,3.88,,4.179,,2.97,,9.933,,13.1,,4.43,,83.05
27/8/2012,0.126,,0.154,,0.74,,0.4,,0.75,,0.94,,3.245,,0.568,,0.71,,0.183,,0.254,,1.354,,1.78,,0.491,,1.388,,3.78,,4.139,,2.96,,9.233,,13,,4.41,,83.55
28/8/2012,0.125,,0.162,,0.72,,0.4,,0.76,,0.93,,3.245,,0.559,,0.71,,0.18,,0.254,,1.292,,1.82,,0.491,,1.388,,3.77,,4.079,,2.97,,9.15,,13.02,,4.39,,84.05
29/8/2012,0.125,,0.162,,0.72,,0.4,,0.72,,0.93,,3.381,,0.577,,0.7,,0.18,,0.249,,1.26,,1.77,,0.442,,1.37,,3.76,,4.129,,3,,8.883,,12.96,,4.45,,83.85
30/8/2012,0.125,,0.162,,0.69,,0.4,,0.71,,0.93,,3.516,,0.577,,0.7,,0.18,,0.249,,1.273,,1.8,,0.457,,1.343,,3.84,,4.129,,2.96,,8.633,,12.82,,4.31,,83.15
31/8/2012,0.125,,0.162,,0.67,,0.4,,0.73,,0.93,,3.313,,0.55,,0.7,,0.18,,0.245,,1.242,,1.75,,0.506,,1.343,,3.8,,4.299,,2.98,,8.55,,12.28,,4.26,,82.8
3/9/2012,0.125,,0.162,,0.67,,0.4,,0.72,,0.92,,3.245,,0.586,,0.7,,0.18,,0.245,,1.229,,1.75,,0.511,,1.334,,3.82,,4.239,,3,,8.583,,12.16,,4.38,,83.2
4/9/2012,0.125,,0.162,,0.68,,0.4,,0.71,,0.9,,3.178,,0.586,,0.68,,0.18,,0.245,,1.186,,1.68,,0.496,,1.334,,3.77,,4.209,,2.99,,8.3,,12.26,,4.3,,82.9
5/9/2012,0.125,,0.162,,0.68,,0.4,,0.69,,0.9,,3.11,,0.541,,0.66,,0.18,,0.236,,1.111,,1.66,,0.506,,1.325,,3.51,,4.189,,3.05,,7.917,,12.16,,4.28,,82.6
6/9/2012,0.125,,0.162,,0.7,,0.4,,0.71,,0.9,,2.975,,0.55,,0.66,,0.18,,0.236,,1.192,,1.68,,0.511,,1.334,,3.53,,4.129,,3.09,,7.733,,12.24,,4.37,,81.5
7/9/2012,0.125,,0.162,,0.71,,0.4,,0.72,,0.9,,3.11,,0.586,,0.69,,0.158,,0.24,,1.248,,1.7,,0.511,,1.352,,3.45,,4.189,,3.14,,8.167,,12.5,,4.52,,82.3
10/9/2012,0.125,,0.162,,0.73,,0.4,,0.72,,0.9,,3.381,,0.568,,0.67,,0.164,,0.245,,1.422,,1.7,,0.506,,1.334,,3.39,,4.219,,3.13,,8.683,,12.58,,4.48,,81.7
11/9/2012,0.125,,0.162,,0.71,,0.4,,0.72,,0.9,,3.347,,0.568,,0.65,,0.164,,0.24,,1.391,,1.7,,0.521,,1.334,,3.6,,4.179,,3.09,,8.533,,12.62,,4.56,,82.1
12/9/2012,0.125,,0.162,,0.73,,0.4,,0.73,,0.86,,3.584,,0.613,,0.65,,0.168,,0.236,,1.534,,1.72,,0.526,,1.361,,3.52,,4.259,,3.13,,8.8,,12.84,,4.64,,82.85
13/9/2012,0.125,,0.15,,0.72,,0.4,,0.74,,0.86,,3.313,,0.559,,0.66,,0.168,,0.232,,1.465,,1.73,,0.531,,1.361,,3.45,,4.338,,3.15,,9.05,,13.1,,4.76,,81.75
14/9/2012,0.125,,0.15,,0.73,,0.4,,0.75,,0.85,,3.381,,0.586,,0.67,,0.168,,0.219,,1.565,,1.79,,0.531,,1.379,,3.44,,4.448,,3.19,,9.467,,13.48,,4.91,,83.2
17/9/2012,0.125,,0.15,,0.77,,0.4,,0.73,,0.85,,3.381,,0.586,,0.7,,0.167,,0.223,,1.571,,1.97,,0.531,,1.388,,3.39,,4.558,,3.18,,9.133,,13.26,,4.81,,82.45
18/9/2012,0.126,,0.136,,0.75,,0.38,,0.76,,0.82,,3.719,,0.55,,0.69,,0.16,,0.223,,1.527,,1.88,,0.521,,1.37,,3.37,,4.638,,3.09,,8.933,,12.84,,4.57,,83.2
19/9/2012,0.125,,0.136,,0.8,,0.39,,0.78,,0.85,,3.719,,0.55,,0.74,,0.16,,0.227,,1.59,,1.93,,0.516,,1.388,,3.43,,4.508,,3.14,,9.383,,13.14,,4.66,,85.05
20/9/2012,0.126,,0.136,,0.77,,0.39,,0.76,,0.85,,3.584,,0.55,,0.71,,0.16,,0.223,,1.54,,1.88,,0.511,,1.388,,3.39,,4.398,,3.15,,9.25,,12.46,,4.53,,84.6
21/9/2012,0.125,,0.139,,0.77,,0.39,,0.77,,0.85,,3.516,,0.541,,0.71,,0.16,,0.219,,1.496,,1.84,,0.526,,1.388,,3.45,,4.458,,3.16,,9.367,,12.7,,4.61,,85.6
24/9/2012,0.125,,0.14,,0.76,,0.39,,0.77,,0.85,,3.584,,0.523,,0.69,,0.16,,0.245,,1.478,,1.79,,0.516,,1.379,,3.47,,4.478,,3.17,,9.4,,12.72,,4.53,,86
25/9/2012,0.125,,0.14,,0.76,,0.4,,0.77,,0.85,,3.719,,0.559,,0.7,,0.15,,0.245,,1.602,,1.79,,0.516,,1.379,,3.41,,4.538,,3.18,,9.417,,12.76,,4.51,,86.3
26/9/2012,0.125,,0.136,,0.71,,0.42,,0.73,,0.85,,3.786,,0.559,,0.71,,0.15,,0.24,,1.565,,1.75,,0.501,,1.37,,3.37,,4.448,,3.13,,9.333,,12.54,,4.46,,85.35
27/9/2012,0.126,,0.136,,0.72,,0.4,,0.75,,0.85,,3.989,,0.577,,0.72,,0.15,,0.232,,1.59,,1.77,,0.506,,1.379,,3.38,,4.448,,3.16,,9.75,,12.64,,4.45,,86.2
28/9/2012,0.128,,0.145,,0.73,,0.41,,0.75,,0.85,,3.989,,0.595,,0.72,,0.15,,0.223,,1.614,,1.79,,0.506,,1.406,,3.43,,4.478,,3.17,,10.367,,12.72,,4.48,,85.95
1/10/2012,0.128,,0.145,,0.73,,0.41,,0.75,,0.85,,3.989,,0.595,,0.72,,0.15,,0.223,,1.614,,1.79,,0.506,,1.406,,3.43,,4.478,,3.17,,10.367,,12.72,,4.48,,85.95
2/10/2012,0.128,,0.145,,0.73,,0.41,,0.75,,0.85,,3.989,,0.595,,0.72,,0.15,,0.223,,1.614,,1.79,,0.506,,1.406,,3.43,,4.478,,3.17,,10.367,,12.72,,4.48,,85.95
3/10/2012,0.151,,0.145,,0.74,,0.4,,0.75,,0.85,,4.057,,0.577,,0.69,,0.15,,0.219,,1.739,,1.79,,0.506,,1.415,,3.45,,4.528,,3.15,,10.817,,12.8,,4.53,,86.45
4/10/2012,0.151,,0.146,,0.74,,0.39,,0.75,,0.85,,3.989,,0.586,,0.68,,0.15,,0.219,,1.708,,1.81,,0.511,,1.443,,3.48,,4.558,,3.15,,10.617,,12.88,,4.56,,86
5/10/2012,0.163,,0.146,,0.79,,0.415,,0.75,,0.85,,3.922,,0.595,,0.69,,0.15,,0.219,,1.794,,1.83,,0.501,,1.443,,3.48,,4.678,,3.13,,11.167,,12.92,,4.58,,85.9
8/10/2012,0.169,,0.146,,0.76,,0.405,,0.75,,0.78,,3.786,,0.586,,0.69,,0.15,,0.208,,1.732,,1.8,,0.491,,1.479,,3.41,,4.508,,3.13,,10.5,,12.7,,4.52,,84.7
9/10/2012,0.17,,0.146,,0.77,,0.38,,0.76,,0.86,,3.854,,0.604,,0.7,,0.15,,0.203,,1.714,,1.8,,0.511,,1.497,,3.32,,4.488,,3.12,,9.917,,12.92,,4.59,,85.4
10/10/2012,0.17,,0.159,,0.81,,0.385,,0.76,,0.83,,3.719,,0.613,,0.7,,0.157,,0.205,,1.807,,1.85,,0.506,,1.497,,3.24,,4.498,,3.1,,10.5,,12.84,,4.58,,84.7
11/10/2012,0.17,,0.159,,0.83,,0.425,,0.76,,0.82,,3.786,,0.604,,0.7,,0.148,,0.21,,1.826,,1.88,,0.506,,1.497,,3.14,,4.528,,3.07,,10.917,,13.06,,4.61,,84.75
12/10/2012,0.17,,0.157,,0.86,,0.415,,0.78,,0.82,,3.854,,0.613,,0.7,,0.148,,0.199,,1.807,,1.86,,0.511,,1.479,,3.13,,4.518,,3.05,,10.45,,13.26,,4.58,,84.35
15/10/2012,0.17,,0.157,,0.85,,0.41,,0.8,,0.84,,3.651,,0.595,,0.68,,0.122,,0.19,,1.745,,1.83,,0.496,,1.488,,3.03,,4.488,,3.02,,8.8,,13.28,,4.6,,84.1
16/10/2012,0.17,,0.157,,0.83,,0.39,,0.79,,0.85,,3.651,,0.595,,0.68,,0.122,,0.186,,1.763,,1.81,,0.491,,1.479,,3.14,,4.378,,3.07,,9.117,,13.3,,4.66,,83.7
17/10/2012,0.17,,0.157,,0.87,,0.41,,0.78,,0.84,,3.516,,0.595,,0.68,,0.13,,0.188,,1.881,,1.86,,0.496,,1.57,,3.1,,4.398,,3.03,,9.183,,13.3,,4.73,,83.3
18/10/2012,0.17,,0.152,,0.85,,0.42,,0.81,,0.84,,3.448,,0.568,,0.68,,0.13,,0.192,,1.875,,1.93,,0.496,,1.651,,3.11,,4.518,,3.05,,9.433,,13.38,,4.87,,85.1
19/10/2012,0.17,,0.151,,0.86,,0.45,,0.83,,0.83,,3.516,,0.604,,0.68,,0.13,,0.192,,1.863,,1.94,,0.496,,1.615,,3.17,,4.538,,3.13,,9.433,,13.5,,4.88,,84.55
22/10/2012,0.17,,0.151,,0.87,,0.445,,0.87,,0.84,,3.584,,0.613,,0.68,,0.13,,0.192,,1.943,,1.97,,0.467,,1.606,,3.16,,4.608,,3.18,,9.35,,13.68,,4.87,,85.45
23/10/2012,0.17,,0.151,,0.87,,0.445,,0.87,,0.84,,3.584,,0.613,,0.68,,0.13,,0.192,,1.943,,1.97,,0.467,,1.606,,3.16,,4.608,,3.18,,9.35,,13.68,,4.87,,85.45
24/10/2012,0.19,,0.157,,0.94,,0.46,,1.05,,0.85,,3.989,,0.613,,0.69,,0.13,,0.205,,1.962,,2.23,,0.472,,1.633,,3.15,,4.448,,3.17,,9.333,,13.52,,4.66,,87.35
25/10/2012,0.191,,0.16,,0.9,,0.46,,0.96,,0.85,,3.854,,0.604,,0.71,,0.125,,0.201,,1.925,,2.14,,0.481,,1.579,,3.21,,4.368,,3.18,,9.1,,13.76,,4.66,,86.8
26/10/2012,0.193,,0.155,,0.92,,0.46,,0.97,,0.81,,3.786,,0.613,,0.71,,0.125,,0.203,,1.881,,2.02,,0.477,,1.524,,3.22,,4.448,,3.12,,8.883,,12.72,,4.53,,85.75
29/10/2012,0.198,,0.155,,0.89,,0.46,,0.95,,0.81,,3.922,,0.604,,0.72,,0.125,,0.214,,1.894,,1.95,,0.477,,1.561,,3.2,,4.378,,3.13,,9.117,,12.58,,4.57,,85.9
30/10/2012,0.209,,0.155,,0.88,,0.46,,0.92,,0.81,,3.651,,0.595,,0.72,,0.125,,0.214,,1.881,,2.08,,0.472,,1.57,,3.17,,4.398,,3.13,,9.033,,12.34,,4.58,,85.3
31/10/2012,0.21,,0.173,,0.89,,0.45,,0.94,,0.8,,3.719,,0.586,,0.7,,0.13,,0.214,,1.881,,2.05,,0.481,,1.624,,3.22,,4.358,,3.13,,9.1,,12.66,,4.61,,85.95
1/11/2012,0.203,,0.155,,0.91,,0.46,,0.97,,0.8,,3.854,,0.586,,0.7,,0.14,,0.219,,2.024,,2.12,,0.477,,1.624,,3.24,,4.388,,3.13,,9.467,,12.74,,4.59,,87.3
2/11/2012,0.196,,0.17,,0.91,,0.485,,0.97,,0.82,,3.854,,0.577,,0.72,,0.146,,0.236,,2.03,,2.09,,0.481,,1.615,,3.28,,4.338,,3.11,,9.483,,12.44,,4.49,,87.8
5/11/2012,0.186,,0.17,,0.91,,0.48,,0.96,,0.84,,3.786,,0.595,,0.68,,0.13,,0.24,,2.086,,2.04,,0.486,,1.633,,3.22,,4.368,,3.09,,9.567,,12.24,,4.48,,87.25
6/11/2012,0.176,,0.17,,0.9,,0.48,,0.97,,0.84,,3.854,,0.595,,0.68,,0.145,,0.236,,2.099,,2.09,,0.486,,1.597,,3.21,,4.448,,3.07,,9.85,,12.2,,4.44,,87.4
7/11/2012,0.186,,0.17,,0.89,,0.48,,0.96,,0.84,,3.786,,0.604,,0.68,,0.145,,0.236,,2.142,,2.07,,0.481,,1.588,,3.28,,4.338,,3.03,,9.95,,12.38,,4.42,,89.55
8/11/2012,0.19,,0.17,,0.87,,0.48,,0.93,,0.82,,3.584,,0.604,,0.67,,0.145,,0.232,,2.043,,2.01,,0.472,,1.561,,3.26,,4.348,,3.02,,9.55,,12.14,,4.26,,87.15
9/11/2012,0.19,,0.17,,0.86,,0.475,,0.93,,0.8,,3.584,,0.604,,0.68,,0.145,,0.232,,2.111,,1.99,,0.467,,1.542,,3.23,,4.289,,3.03,,9.733,,11.98,,4.27,,86.15
12/11/2012,0.19,,0.17,,0.85,,0.475,,0.94,,0.8,,3.448,,0.586,,0.68,,0.145,,0.245,,2.068,,1.93,,0.467,,1.542,,3.22,,4.229,,3.05,,9.9,,11.62,,4.24,,85.65
13/11/2012,0.188,,0.17,,0.82,,0.48,,0.9,,0.8,,3.347,,0.586,,0.68,,0.145,,0.262,,1.9,,1.88,,0.467,,1.515,,3.15,,4.119,,3.02,,9.517,,11.44,,4.11,,85.15
14/11/2012,0.185,,0.17,,0.82,,0.48,,0.9,,0.8,,3.448,,0.595,,0.68,,0.145,,0.275,,1.962,,1.92,,0.472,,1.524,,3.2,,4.169,,3.08,,9.583,,11.42,,4.09,,85.6
15/11/2012,0.18,,0.17,,0.83,,0.48,,0.9,,0.8,,3.448,,0.586,,0.7,,0.145,,0.284,,1.962,,1.93,,0.467,,1.597,,3.15,,4.189,,3.09,,9.467,,11.16,,3.99,,84.1
16/11/2012,0.175,,0.169,,0.82,,0.475,,0.9,,0.8,,3.516,,0.586,,0.69,,0.145,,0.284,,1.962,,1.94,,0.467,,1.57,,3.21,,4.149,,3.1,,9.25,,11.48,,4.15,,84.85
19/11/2012,0.17,,0.169,,0.84,,0.45,,0.9,,0.81,,3.381,,0.586,,0.69,,0.145,,0.297,,1.987,,1.91,,0.472,,1.579,,3.39,,4.229,,3.09,,9.333,,11.78,,4.21,,85.2
20/11/2012,0.17,,0.168,,0.85,,0.46,,0.88,,0.78,,3.448,,0.595,,0.68,,0.145,,0.271,,1.956,,1.9,,0.477,,1.57,,3.39,,4.348,,3.13,,9.283,,11.7,,4.17,,84.85
21/11/2012,0.17,,0.179,,0.84,,0.45,,0.89,,0.78,,3.448,,0.595,,0.67,,0.145,,0.275,,1.962,,1.95,,0.467,,1.597,,3.32,,4.299,,3.19,,9.483,,11.84,,4.25,,86.8
22/11/2012,0.17,,0.168,,0.84,,0.45,,0.89,,0.82,,3.448,,0.595,,0.67,,0.145,,0.258,,1.943,,1.93,,0.472,,1.597,,3.37,,4.259,,3.16,,9.583,,12.2,,4.33,,88.2
23/11/2012,0.17,,0.168,,0.83,,0.47,,0.91,,0.77,,3.448,,0.586,,0.68,,0.144,,0.284,,1.95,,1.93,,0.472,,1.579,,3.39,,4.338,,3.19,,9.783,,12.36,,4.39,,87.95
26/11/2012,0.16,,0.168,,0.85,,0.45,,0.91,,0.8,,3.448,,0.586,,0.68,,0.176,,0.284,,1.745,,1.99,,0.472,,1.561,,3.38,,4.289,,3.2,,9.6,,12.3,,4.31,,87.55
27/11/2012,0.17,,0.168,,0.83,,0.44,,0.89,,0.8,,3.381,,0.586,,0.68,,0.165,,0.284,,1.683,,1.97,,0.477,,1.551,,3.35,,4.309,,3.21,,9.65,,12.1,,4.21,,87.45
28/11/2012,0.17,,0.168,,0.84,,0.45,,0.87,,0.8,,3.279,,0.586,,0.65,,0.165,,0.28,,1.633,,2.02,,0.653,,1.542,,3.35,,4.289,,3.21,,9.567,,11.84,,4.2,,87.5
29/11/2012,0.17,,0.21,,0.85,,0.45,,0.87,,0.8,,3.279,,0.577,,0.65,,0.165,,0.284,,1.658,,2,,0.585,,1.551,,3.38,,4.299,,3.22,,9.733,,12.02,,4.19,,88.35
30/11/2012,0.17,,0.208,,0.83,,0.45,,0.87,,0.82,,3.313,,0.586,,0.64,,0.165,,0.267,,1.732,,1.97,,0.555,,1.57,,3.45,,4.348,,3.26,,9.75,,12.08,,4.22,,88.6
3/12/2012,0.168,,0.208,,0.82,,0.45,,0.87,,0.82,,3.279,,0.586,,0.64,,0.17,,0.28,,1.658,,1.95,,0.555,,1.57,,3.44,,4.319,,3.22,,9.533,,11.84,,4.12,,87.25
4/12/2012,0.168,,0.208,,0.82,,0.445,,0.87,,0.82,,3.245,,0.577,,0.64,,0.172,,0.28,,1.683,,1.97,,0.545,,1.588,,3.42,,4.299,,3.19,,9.45,,11.84,,4.24,,88.45
5/12/2012,0.165,,0.208,,0.85,,0.435,,0.89,,0.82,,3.212,,0.586,,0.67,,0.178,,0.284,,1.782,,1.98,,0.55,,1.606,,3.39,,4.319,,3.24,,9.933,,12.24,,4.34,,89.75
6/12/2012,0.165,,0.208,,0.83,,0.435,,0.89,,0.82,,3.212,,0.586,,0.7,,0.18,,0.28,,1.708,,1.99,,0.521,,1.633,,3.45,,4.279,,3.34,,10.033,,12.26,,4.33,,88.85
7/12/2012,0.164,,0.208,,0.87,,0.43,,0.91,,0.82,,3.347,,0.586,,0.7,,0.18,,0.289,,1.739,,2.04,,0.531,,1.615,,3.48,,4.219,,3.28,,10.45,,12.22,,4.33,,88.15
10/12/2012,0.175,,0.208,,0.9,,0.43,,0.99,,0.82,,3.313,,0.586,,0.7,,0.173,,0.297,,1.732,,2.13,,0.526,,1.651,,3.38,,4.269,,3.4,,10.617,,12.38,,4.3,,88.55
11/12/2012,0.17,,0.208,,0.9,,0.4,,0.93,,0.84,,3.178,,0.586,,0.73,,0.174,,0.302,,1.751,,2.19,,0.511,,1.651,,3.52,,4.279,,3.41,,10.25,,12.38,,4.28,,89.1
12/12/2012,0.17,,0.207,,0.9,,0.415,,0.94,,0.84,,3.313,,0.586,,0.74,,0.178,,0.293,,1.757,,2.17,,0.54,,1.651,,3.55,,4.338,,3.39,,10.5,,12.52,,4.3,,89.35
13/12/2012,0.17,,0.207,,0.88,,0.415,,0.95,,0.84,,3.313,,0.595,,0.71,,0.179,,0.328,,1.72,,2.2,,0.59,,1.642,,3.55,,4.388,,3.36,,10.317,,12.38,,4.27,,89
14/12/2012,0.165,,0.207,,0.9,,0.415,,0.95,,0.82,,3.279,,0.595,,0.73,,0.179,,0.35,,1.72,,2.16,,0.565,,1.642,,3.54,,4.338,,3.38,,10.567,,12.32,,4.32,,88.9
17/12/2012,0.155,,0.196,,0.9,,0.415,,0.98,,0.82,,3.347,,0.604,,0.73,,0.179,,0.332,,1.683,,2.1,,0.555,,1.633,,3.53,,4.299,,3.4,,10.483,,12.14,,4.24,,89
18/12/2012,0.164,,0.217,,0.89,,0.405,,1,,0.82,,3.279,,0.595,,0.73,,0.179,,0.332,,1.683,,2.1,,0.536,,1.633,,3.56,,4.478,,3.43,,10.467,,11.98,,4.23,,89.95
19/12/2012,0.168,,0.198,,0.91,,0.405,,1.01,,0.82,,3.245,,0.604,,0.72,,0.179,,0.323,,1.801,,2.11,,0.526,,1.679,,3.6,,4.518,,3.41,,10.533,,12.06,,4.26,,90.25
20/12/2012,0.148,,0.198,,0.91,,0.41,,0.99,,0.82,,3.178,,0.622,,0.73,,0.179,,0.332,,1.826,,2.12,,0.54,,1.751,,3.62,,4.478,,3.4,,10.733,,12.14,,4.29,,90.5
21/12/2012,0.143,,0.198,,0.89,,0.41,,0.96,,0.82,,3.178,,0.604,,0.73,,0.179,,0.337,,1.801,,2.06,,0.521,,1.769,,3.63,,4.348,,3.45,,10.8,,12.16,,4.25,,90.15
24/12/2012,0.14,,0.198,,0.89,,0.4,,0.96,,0.8,,3.212,,0.604,,0.73,,0.179,,0.337,,1.826,,2.14,,0.521,,1.86,,3.64,,4.378,,3.42,,10.633,,12.26,,4.27,,89.7
25/12/2012,0.14,,0.198,,0.89,,0.4,,0.96,,0.8,,3.212,,0.604,,0.73,,0.179,,0.337,,1.826,,2.14,,0.521,,1.86,,3.64,,4.378,,3.42,,10.633,,12.26,,4.27,,89.7
26/12/2012,0.14,,0.198,,0.89,,0.4,,0.96,,0.8,,3.212,,0.604,,0.73,,0.179,,0.337,,1.826,,2.14,,0.521,,1.86,,3.64,,4.378,,3.42,,10.633,,12.26,,4.27,,89.7
27/12/2012,0.138,,0.198,,0.88,,0.4,,0.98,,0.8,,3.212,,0.622,,0.74,,0.184,,0.35,,1.807,,2.14,,0.55,,1.951,,3.6,,4.458,,3.41,,10.717,,12.38,,4.29,,89.95
28/12/2012,0.138,,0.198,,0.88,,0.4,,1,,0.84,,3.11,,0.622,,0.73,,0.19,,0.345,,1.763,,2.19,,0.555,,1.887,,3.51,,4.448,,3.39,,10.833,,12.54,,4.26,,90.25
31/12/2012,0.15,,0.198,,0.89,,0.4,,1,,0.84,,3.279,,0.622,,0.74,,0.19,,0.35,,1.732,,2.16,,0.536,,1.905,,3.56,,4.468,,3.4,,10.883,,12.42,,4.31,,90.25
1/1/2013,0.15,,0.198,,0.89,,0.4,,1,,0.84,,3.279,,0.622,,0.74,,0.19,,0.35,,1.732,,2.16,,0.536,,1.905,,3.56,,4.468,,3.4,,10.883,,12.42,,4.31,,90.25
2/1/2013,0.15,,0.18,,0.91,,0.4,,1.02,,0.84,,3.381,,0.604,,0.74,,0.194,,0.35,,1.826,,2.22,,0.55,,1.896,,3.54,,4.608,,3.43,,11.617,,12.72,,4.39,,91.4
3/1/2013,0.152,,0.18,,0.91,,0.41,,1.05,,0.84,,3.279,,0.622,,0.81,,0.194,,0.345,,1.813,,2.3,,0.565,,1.833,,3.46,,4.688,,3.39,,11.6,,12.86,,4.32,,91.45
4/1/2013,0.157,,0.18,,0.96,,0.405,,1.04,,0.84,,3.279,,0.622,,0.76,,0.194,,0.341,,1.95,,2.27,,0.555,,1.842,,3.45,,4.618,,3.38,,11.433,,12.78,,4.3,,90.65
7/1/2013,0.157,,0.181,,0.96,,0.405,,1.11,,0.84,,3.347,,0.622,,0.8,,0.194,,0.35,,2.049,,2.36,,0.555,,1.851,,3.51,,4.638,,3.35,,11.65,,12.7,,4.28,,89.05
8/1/2013,0.15,,0.181,,0.99,,0.41,,1.05,,0.83,,3.313,,0.622,,0.83,,0.194,,0.354,,2.037,,2.34,,0.57,,1.896,,3.5,,4.658,,3.4,,11.733,,12.68,,4.24,,88.7
9/1/2013,0.14,,0.181,,1.01,,0.42,,1.11,,0.85,,3.245,,0.622,,0.84,,0.182,,0.35,,2.061,,2.27,,0.629,,2.06,,3.41,,4.658,,3.39,,12.6,,13.08,,4.28,,88.7
10/1/2013,0.146,,0.181,,1,,0.43,,1.09,,0.85,,3.245,,0.631,,0.85,,0.182,,0.337,,2.105,,2.32,,0.594,,2.023,,3.45,,4.917,,3.34,,12.467,,13.34,,4.34,,89.85
11/1/2013,0.148,,0.192,,0.97,,0.425,,1.06,,0.86,,3.245,,0.649,,0.83,,0.193,,0.328,,2.024,,2.25,,0.58,,2.032,,3.44,,4.807,,3.33,,12.25,,13.02,,4.32,,89.85
